,FLIPPABLE,MLSNUM,SOLDPRICE,DOM,ZIP,BEDS,BATHS,SQFT,AGE,LOTSIZE,GARAGE,PROPTYPE_CAT,STYLE_CAT,ZIP_CAT,SOLDDATE_CAT,IMAGES
9424,False,72037924,400000.0,4,,3,2.0,1400,28,,0,0,1,230,736208,4
9425,False,72037956,606000.0,18,,3,2.5,2376,63,,2,0,6,280,736208,4
9427,False,72038464,260500.0,20,,3,1.5,1083,90,,1,0,2,190,736208,1
9429,False,72038921,776000.0,14,,5,3.5,2192,58,,2,0,10,85,736208,3
9431,False,72040558,689000.0,41,,2,2.0,1762,83,,0,0,565,366,736208,3
9433,False,72041048,362500.0,23,,3,1.0,1544,58,,1,0,52,48,736208,4
9434,False,72041380,341250.0,6,,3,2.5,2132,15,,2,0,3,340,736208,3
9435,False,72041799,226500.0,16,,2,1.0,720,63,,1,0,6,310,736208,7
9436,False,72041985,487000.0,24,,3,2.0,2000,65,,1,0,10,35,736208,4
9441,False,72042811,238000.0,22,,3,1.0,1008,58,,0,0,6,190,736208,4
9442,False,72042847,1075000.0,2,,6,3.5,4526,68,,1,0,25,212,736208,5
9443,False,72043777,869000.0,16,,4,3.5,2900,268,,0,0,37,253,736208,6
9444,False,72044056,65236.0,22,,3,1.0,1564,66,,0,0,6,342,736208,3
9448,False,72044934,626000.0,4,,3,1.5,1483,89,,0,0,3,64,736208,3
9450,False,72051145,885000.0,23,,4,2.5,4013,31,,2,0,3,232,736208,4
9451,False,71598036,875000.0,1011,,9,4.5,5028,70,,0,0,54,173,736209,8
9455,False,71781107,320000.0,1180,,3,1.0,912,46,,0,0,97,141,736209,4
9456,False,71789273,501500.0,504,,2,2.0,2054,2,,3,0,6,542,736209,4
9458,False,71844948,149000.0,329,,3,1.0,1014,96,,1,0,6,175,736209,2
9459,False,71851311,342500.0,362,,3,1.0,1322,86,,2,0,3,244,736209,3
9464,False,71938631,300000.0,253,,5,3.5,3079,15,,2,0,3,536,736209,4
9465,False,71940802,520000.0,247,,2,1.0,1012,153,,0,0,566,269,736209,3
9467,False,71942361,255000.0,230,,3,2.0,1591,98,,0,0,3,146,736209,4
9469,False,71943513,537500.0,221,,3,2.0,940,68,,1,0,6,111,736209,1
9472,False,71949802,142500.0,86,,3,1.0,1134,138,,2,0,3,357,736209,1
9474,False,71951202,1700000.0,194,,5,5.0,5028,2,,2,0,3,81,736209,2
9475,False,71952916,149900.0,187,,2,1.0,968,74,,0,0,42,296,736209,2
9480,False,71960115,836400.0,65,,4,2.5,3400,2,,3,0,3,299,736209,4
9485,False,71966722,2200000.0,159,,4,4.5,4980,22,,2,0,12,260,736209,2
9488,False,71967433,645000.0,137,,3,1.5,1233,86,,2,0,3,81,736209,7
9490,False,71973654,1800000.0,147,,5,4.0,4699,209,,0,0,14,219,736209,4
9497,False,71982321,218500.0,99,,3,2.0,2248,31,,1,0,1,340,736209,2
9498,False,71982367,217000.0,151,,3,1.0,912,41,,0,0,6,153,736209,2
9499,False,71983811,290000.0,118,,3,1.0,990,59,,0,0,6,71,736209,4
9500,False,71984548,131000.0,109,,1,1.0,728,73,,0,0,29,167,736209,2
9501,False,71984905,200000.0,25,,2,1.0,839,138,,1,0,2,245,736209,1
9502,False,71985121,225000.0,111,,3,1.0,1025,54,,0,0,6,170,736209,2
9503,False,71985695,930000.0,115,,4,2.5,2315,19,,2,0,72,156,736209,3
9505,False,71986268,600000.0,126,,3,2.5,2745,11,,2,0,1,140,736209,3
9507,False,71986550,219000.0,110,,3,1.5,1914,23,,2,0,6,602,736209,2
9508,False,71987127,446000.0,456,,4,2.5,3024,6,,2,0,3,166,736209,3
9510,False,71993283,340000.0,95,,3,2.0,1544,48,,2,0,6,154,736209,3
9511,False,71994327,228500.0,107,,2,1.5,1551,33,,2,0,101,336,736209,3
9512,False,71994340,268800.0,85,,3,1.0,1166,50,,1,0,1,153,736209,3
9513,False,71994418,215000.0,28,,3,1.0,1265,173,,1,0,1,97,736209,3
9516,False,71995227,2000000.0,35,,5,5.5,7257,33,,3,0,3,88,736209,8
9517,False,71995553,2786000.0,31,,5,5.0,6200,6,,3,0,3,82,736209,4
9518,False,71995703,1063000.0,64,,4,3.0,4264,31,,3,0,7,62,736209,2
9520,False,71996669,315000.0,49,,3,3.0,2108,20,,1,0,72,236,736209,4
9523,False,71998552,460000.0,6,,4,2.5,2656,9,,2,0,3,357,736209,1
9524,False,71999098,565000.0,89,,4,3.5,2692,7,,2,0,3,68,736209,5
9528,False,72000396,205000.0,79,,2,1.0,850,118,,1,0,29,167,736209,3
9529,False,72000881,589900.0,90,,3,2.0,1995,44,,2,0,1,104,736209,3
9531,False,72001906,396000.0,85,,3,1.5,1362,88,,0,0,3,245,736209,2
9532,False,72002249,226800.0,42,,3,1.0,1485,64,,0,0,1,167,736209,5
9533,False,72002266,100000.0,27,,2,1.0,1179,88,,0,0,2,258,736209,3
9535,False,72002906,422000.0,70,,3,2.5,2660,58,,4,0,6,352,736209,3
9536,False,72003405,405000.0,36,,4,2.5,2800,34,,2,0,3,357,736209,3
9540,False,72005378,690000.0,81,,4,2.5,2856,2,,2,0,3,280,736209,6
9543,False,72006626,569500.0,228,,4,2.5,3606,19,,2,0,3,276,736209,6
9545,False,72006997,303500.0,77,,3,3.0,2200,71,,2,0,3,45,736209,6
9551,False,72008311,482500.0,41,,4,3.0,3422,32,,4,0,3,271,736209,1
9552,False,72008363,270000.0,77,,3,1.5,1092,46,,0,0,7,236,736209,7
9557,False,72011296,238000.0,78,,3,2.0,2075,44,,1,0,6,371,736209,4
9559,False,72011601,550000.0,16,,4,2.5,2450,35,,3,0,101,374,736209,4
9561,False,72012508,195900.0,17,,4,2.0,1972,108,,0,0,15,369,736209,7
9562,False,72013439,925000.0,25,,3,3.0,2379,19,,0,0,3,111,736209,7
9563,False,72013464,1479000.0,42,,4,2.0,2104,54,,2,0,1,121,736209,10
9564,False,72013484,385000.0,56,,4,2.0,2448,101,,1,0,3,69,736209,1
9565,False,72013525,475300.0,53,,4,1.5,1792,47,,2,0,7,243,736209,4
9566,False,72013588,1400000.0,67,,4,4.0,3686,82,,2,0,3,67,736209,3
9567,False,72014610,423000.0,68,,5,2.0,2310,98,,1,0,3,213,736209,3
9568,False,72014735,1125000.0,23,,4,3.5,4812,6,,4,0,3,239,736209,3
9570,False,72015725,495000.0,79,,3,1.5,1344,78,,0,0,1,44,736209,3
9571,False,72016367,437500.0,62,,4,2.5,2302,17,,2,0,3,348,736209,6
9574,False,72017249,299000.0,39,,4,1.5,2696,108,,2,0,37,281,736209,7
9575,False,72017410,304900.0,30,,3,2.0,1225,59,,0,0,6,31,736209,4
9576,False,72017756,420000.0,35,,3,2.5,2386,16,,0,0,3,236,736209,3
9578,False,72019404,366000.0,55,,4,2.5,2304,13,,2,0,3,336,736209,4
9579,False,72019615,300000.0,48,,4,1.0,1403,128,,0,0,26,208,736209,3
9580,False,72020135,550000.0,8,,3,2.0,1635,50,,2,0,43,38,736209,1
9588,False,72022340,283500.0,43,,3,1.5,1476,81,,1,0,1,98,736209,9
9590,False,72024222,390000.0,47,,3,2.0,1254,73,,0,0,6,232,736209,4
9592,False,72024602,331500.0,35,,4,2.5,1510,52,,2,0,7,69,736209,1
9593,False,72024707,398000.0,64,,3,1.0,1688,57,,0,0,43,85,736209,4
9594,False,72024803,865000.0,46,,4,1.5,1848,98,,1,0,58,221,736209,4
9595,False,72024898,384900.0,26,,4,2.5,1872,20,,2,0,3,372,736209,6
9596,False,72024908,455000.0,45,,4,2.5,2496,15,,2,0,3,94,736209,6
9597,False,72025331,190000.0,25,,3,1.0,1353,64,,0,0,3,345,736209,3
9603,False,72027352,730000.0,41,,5,4.5,5153,30,,2,0,3,279,736209,8
9604,False,72027395,475000.0,16,,3,2.0,2600,56,,2,0,12,290,736209,3
9606,False,72027932,319000.0,40,,3,2.0,1223,93,,0,0,3,255,736209,4
9607,False,72028218,633500.0,32,,4,2.0,1960,47,,0,0,33,65,736209,3
9608,False,72028542,1190000.0,40,,4,3.0,3178,79,,2,0,1,89,736209,4
9610,False,72028688,186000.0,40,,3,1.0,1221,60,,1,0,6,347,736209,3
9611,False,72028842,335000.0,48,,3,1.5,1400,18,,1,0,3,284,736209,3
9614,False,72029200,350000.0,21,,4,1.5,2226,44,,0,0,1,284,736209,3
9615,False,72029336,400000.0,39,,4,2.5,1728,21,,2,0,3,233,736209,3
9617,False,72029465,310000.0,39,,3,2.5,1364,39,,1,0,6,102,736209,4
9618,False,72029762,230000.0,37,,3,2.5,1216,56,,1,0,6,368,736209,7
9620,False,72030233,255700.0,18,,3,1.5,1591,62,,0,0,1,281,736209,7
9621,False,72030487,270000.0,28,,3,2.0,1800,33,,1,0,7,179,736209,3
9622,False,72030542,169900.0,35,,3,2.0,1144,32,,1,0,6,338,736209,2
9623,False,72031047,322500.0,45,,3,1.0,1400,41,,0,0,6,183,736209,4
9624,False,72031640,302000.0,32,,3,1.0,1673,118,,0,0,15,274,736209,7
9625,False,72031932,276000.0,13,,2,1.0,1179,138,,0,0,3,244,736209,3
9626,False,72032800,1620000.0,7,,4,2.5,3075,60,,1,0,3,22,736209,5
9627,False,72032809,248000.0,14,,4,2.0,1580,97,,0,0,567,285,736209,3
9629,False,72032981,1062500.0,34,,4,3.5,2580,293,,0,0,14,253,736209,3
9632,False,72033467,220000.0,26,,3,1.5,1326,37,,0,0,175,341,736209,4
9633,False,72033494,600000.0,27,,3,2.5,2187,55,,1,0,3,243,736209,4
9636,False,72033905,207500.0,30,,2,1.0,1152,87,,1,0,31,306,736209,8
9637,False,72034014,265000.0,26,,3,1.5,1582,60,,0,0,6,318,736209,3
9638,False,72034130,275000.0,35,,2,1.0,1090,63,,1,0,6,207,736209,3
9640,False,72034545,305000.0,26,,3,2.5,1820,108,,0,0,3,190,736209,4
9641,False,72034711,274250.0,26,,3,2.0,1549,59,,1,0,6,321,736209,3
9642,False,72034923,327500.0,30,,4,1.5,2012,45,,0,0,7,236,736209,3
9643,False,72035086,385000.0,25,,4,2.0,2142,46,,0,0,3,284,736209,6
9646,False,72035749,560000.0,23,,4,2.5,3378,18,,2,0,3,356,736209,2
9649,False,72036710,567000.0,21,,2,1.5,1258,138,,0,0,13,2,736209,4
9651,False,72037288,379900.0,28,,3,2.5,2208,17,,2,0,3,323,736209,3
9652,False,72037366,740000.0,26,,4,2.5,2725,40,,2,0,1,278,736209,3
9654,False,72037563,240000.0,20,,2,1.0,1277,41,,0,0,72,353,736209,5
9659,False,72038350,219900.0,19,,2,1.0,988,55,,1,0,6,190,736209,4
9665,False,72041331,427000.0,17,,4,2.5,3100,29,,2,0,3,94,736209,3
9666,False,72041625,360000.0,8,,3,1.5,2344,21,,0,0,3,292,736209,3
9667,False,72041997,345000.0,19,,3,2.0,2864,20,,1,0,43,45,736209,3
9669,False,72042133,810000.0,15,,3,1.5,1617,93,,2,0,42,82,736209,3
9670,False,72043336,2025000.0,17,,4,4.5,5300,2,,3,0,3,83,736209,4
9672,False,72044794,345000.0,18,,3,2.0,1764,59,,0,0,1,285,736209,5
9675,False,72047395,250000.0,15,,3,1.0,1248,68,,1,0,1,281,736209,2
9676,False,72049050,578000.0,4,,3,2.0,1152,66,,0,0,1,89,736209,3
9681,False,72066944,311675.0,406,,3,1.5,1600,2,,0,0,3,45,736209,1
9684,False,72025875,345000.0,42,,2,1.0,898,66,,0,0,6,221,736210,1
9685,False,72036810,235000.0,42,,3,1.0,924,68,,0,0,6,235,736211,2
9688,False,71979187,760000.0,108,,6,3.5,4721,32,,2,0,3,366,736212,6
9689,False,71994238,155000.0,10,,1,1.0,630,79,,2,0,29,235,736212,6
9694,False,72041175,100000.0,23,,3,2.0,904,95,,1,0,1,584,736212,1
9696,False,71918965,395000.0,311,,5,2.0,1051,71,,0,0,1,121,736213,7
9697,False,71928935,285000.0,257,,3,2.0,2400,58,,1,0,3,296,736213,3
9699,False,71950984,757250.0,175,,4,1.5,1642,49,,0,0,1,157,736213,3
9700,False,71952057,777500.0,344,,4,3.5,3950,3,,2,0,22,279,736213,3
9702,False,71955161,820000.0,220,,5,5.0,5611,16,,3,0,12,737,736213,3
9704,False,71961078,88000.0,153,,3,1.0,1468,128,,0,0,3,301,736213,3
9705,False,71965168,1087500.0,97,,4,4.5,3896,24,,2,0,3,74,736213,4
9706,False,71971032,480000.0,136,,3,2.5,2911,218,,3,0,37,365,736213,3
9710,False,71978056,610000.0,144,,4,3.5,3200,24,,3,0,3,270,736213,3
9715,False,71988564,421500.0,77,,3,2.0,1600,138,,0,0,3,218,736213,6
9717,False,71991030,298000.0,104,,2,2.0,1346,34,,2,0,6,343,736213,5
9719,False,71995352,585000.0,82,,3,2.5,2400,51,,2,0,7,74,736213,3
9723,False,72002083,240000.0,58,,3,1.5,1766,68,,1,0,1,168,736213,2
9724,False,72003053,369900.0,5,,4,1.0,1296,68,,0,0,1,280,736213,1
9725,False,72003848,220000.0,81,,3,1.5,1192,108,,0,0,1,364,736213,4
9726,False,72005170,529000.0,74,,4,3.5,2344,46,,2,0,6,106,736213,3
9728,False,72008615,795000.0,103,,6,3.5,3236,103,,1,0,0,215,736213,1
9730,False,72014536,375000.0,71,,4,2.0,2086,35,,4,0,10,73,736213,3
9731,False,72014632,345000.0,62,,3,2.0,1933,62,,0,0,1,355,736213,5
9733,False,72016042,400000.0,57,,4,2.0,2969,225,,1,0,14,232,736213,4
9736,False,72019882,382000.0,58,,3,3.5,2582,13,,0,0,3,556,736213,3
9739,False,72021747,303000.0,61,,4,2.0,1056,57,,0,0,7,94,736213,2
9740,False,72022580,275000.0,49,,2,1.0,1440,46,,0,0,6,102,736213,5
9743,False,72023169,613937.5,49,,4,2.5,2765,24,,2,0,3,230,736213,3
9744,False,72023378,605000.0,22,,4,2.0,2040,63,,2,0,6,248,736213,4
9745,False,72024204,395000.0,112,,3,1.5,1835,118,,1,0,3,261,736213,4
9746,False,72024288,435000.0,47,,3,2.5,1872,18,,2,0,6,153,736213,6
9749,False,72025348,315000.0,32,,3,2.5,1936,12,,2,0,3,368,736213,3
9752,False,72026346,455000.0,42,,4,2.5,2176,20,,2,0,3,655,736213,3
9753,False,72026397,330000.0,43,,4,1.5,1536,68,,2,0,3,298,736213,3
9755,False,72027136,718000.0,39,,4,3.0,2876,58,,2,0,7,248,736213,3
9756,False,72027686,430000.0,41,,5,2.0,2420,63,,0,0,33,70,736213,3
9757,False,72027919,488000.0,41,,4,2.5,2942,52,,2,0,6,98,736213,6
9759,False,72030703,250000.0,49,,2,2.0,1004,35,,0,0,6,99,736213,1
9760,False,72030825,449999.0,17,,4,2.0,2031,121,,0,0,3,3,736213,4
9761,False,72031162,487000.0,27,,4,2.5,2461,8,,2,0,3,285,736213,3
9762,False,72031367,367500.0,6,,4,2.0,2100,57,,0,0,1,285,736213,3
9764,False,72033165,299000.0,34,,3,2.0,1428,19,,1,0,7,236,736213,3
9765,False,72033217,199900.0,26,,2,1.0,1092,64,,1,0,6,201,736213,2
9766,False,72033218,369900.0,89,,3,2.0,1704,54,,0,0,1,46,736213,4
9767,False,72033391,520000.0,20,,4,2.5,2841,108,,0,0,3,199,736213,4
9768,False,72033615,285435.0,49,,3,1.0,864,67,,0,0,6,211,736213,7
9771,False,72035102,390000.0,25,,3,2.0,1430,138,,0,0,3,244,736213,7
9773,False,72035163,280000.0,25,,3,2.0,1666,7,,2,0,21,385,736213,3
9774,False,72035399,570000.0,30,,4,2.5,2435,22,,2,0,3,47,736213,2
9775,False,72035552,262500.0,26,,3,1.5,864,48,,1,0,6,153,736213,4
9778,False,72035949,453500.0,50,,3,2.0,2310,63,,1,0,6,255,736213,6
9779,False,72035950,390000.0,22,,3,2.0,1876,40,,2,0,52,358,736213,6
9780,False,72037997,472000.0,33,,4,3.5,2266,52,,2,0,1,153,736213,3
9782,False,72038264,457500.0,33,,4,2.5,1960,31,,2,0,3,95,736213,5
9788,False,72040265,275000.0,48,,3,1.5,2160,110,,2,0,28,306,736213,6
9790,False,72040805,775000.0,24,,4,2.5,3588,22,,2,0,3,316,736213,4
9802,False,72055143,350000.0,5,,5,3.0,3620,38,,2,0,21,521,736213,7
9809,False,71963285,1363013.0,34,,4,1.5,1904,121,,0,0,3,262,736214,6
9810,False,71964299,2895000.0,165,,5,6.0,6424,23,,3,0,12,91,736214,4
9812,False,71968114,319900.0,154,,4,2.5,1933,11,,2,0,3,331,736214,6
9813,False,71969208,520000.0,135,,4,2.0,2272,66,,1,0,6,39,736214,7
9814,False,71969632,307000.0,106,,2,1.5,1380,73,,0,0,1,27,736214,4
9817,False,71975216,385000.0,51,,3,2.5,2100,21,,1,0,72,128,736214,3
9818,False,71978068,319000.0,138,,3,2.5,2152,31,,0,0,26,191,736214,2
9819,False,71981935,366000.0,119,,3,2.5,2024,24,,2,0,3,94,736214,1
9820,False,71981955,678750.0,565,,4,3.5,2658,4,,2,0,3,128,736214,3
9821,False,71982387,256000.0,128,,3,1.0,912,36,,0,0,6,187,736214,4
9823,False,71984677,710650.0,352,,3,4.5,3771,15,,2,0,12,236,736214,4
9825,False,71988611,480000.0,110,,3,1.5,1690,68,,1,0,6,252,736214,8
9826,False,71989069,390000.0,108,,3,2.5,2452,18,,2,0,3,542,736214,3
9827,False,71991395,4650000.0,97,,4,4.0,5748,298,,3,0,73,264,736214,4
9828,False,71993027,732000.0,82,,3,3.0,3092,12,,3,0,3,367,736214,3
9829,False,71993763,566900.0,99,,4,2.5,2594,33,,2,0,3,49,736214,7
9830,False,71995178,769000.0,103,,4,2.5,3959,26,,3,0,3,317,736214,2
9831,False,71996162,445000.0,96,,5,2.0,2042,67,,1,0,9,212,736214,2
9832,False,71996548,305000.0,109,,3,2.0,1694,31,,0,0,569,363,736214,3
9833,False,71997482,285000.0,83,,3,2.0,1587,145,,1,0,3,295,736214,3
9834,False,71997508,447450.0,98,,4,2.5,2841,14,,2,0,3,323,736214,2
9836,False,72000236,310310.0,3,,3,2.0,2104,35,,0,0,6,349,736214,1
9838,False,72001917,220000.0,92,,2,1.0,936,51,,0,0,6,153,736214,3
9839,False,72002912,170000.0,268,,1,1.0,774,88,,0,0,2,355,736214,4
9840,False,72003963,685000.0,83,,4,3.0,2930,43,,2,0,25,221,736214,8
9844,False,72006921,325000.0,52,,3,1.5,1421,25,,0,0,3,285,736214,4
9845,False,72006960,385000.0,54,,4,2.5,1783,38,,2,0,6,665,736214,4
9846,False,72007587,135000.0,61,,2,1.0,899,118,,1,0,3,203,736214,3
9848,False,72008534,563000.0,75,,4,2.5,2360,48,,2,0,3,259,736214,4
9851,False,72009191,545000.0,54,,3,2.5,2340,25,,2,0,3,42,736214,3
9853,False,72010980,365000.0,83,,3,2.5,1800,13,,2,0,6,273,736214,6
9854,False,72011017,97200.0,84,,1,1.0,537,68,,1,0,6,369,736214,1
9856,False,72015738,800000.0,344,,4,3.0,4761,18,,2,0,3,71,736214,3
9861,False,72019871,285000.0,56,,4,2.0,1584,31,,1,0,7,202,736214,4
9862,False,72020175,280000.0,55,,3,1.0,1605,93,,1,0,3,172,736214,3
9864,False,72020735,500000.0,39,,3,2.0,2001,35,,2,0,6,294,736214,4
9865,False,72020738,245000.0,54,,3,1.5,1314,58,,1,0,6,306,736214,3
9868,False,72021229,250000.0,131,,3,2.0,1260,27,,1,0,3,373,736214,6
9871,False,72021694,419000.0,56,,3,2.0,1248,42,,1,0,7,213,736214,4
9872,False,72021806,298000.0,37,,3,2.5,1400,41,,2,0,43,321,736214,4
9873,False,72022260,375000.0,56,,3,2.0,1941,39,,1,0,26,46,736214,3
9874,False,72022323,141000.0,16,,3,1.0,1548,61,,1,0,6,379,736214,3
9876,False,72023700,245000.0,12,,4,2.0,1550,70,,0,0,3,184,736214,3
9877,False,72023713,728000.0,37,,4,3.5,3283,17,,2,0,175,278,736214,4
9880,False,72024553,455000.0,39,,2,2.0,1372,19,,0,0,1,121,736214,3
9881,False,72024747,420000.0,30,,4,2.5,3006,64,,0,0,6,69,736214,2
9883,False,72025953,313000.0,31,,4,1.5,1868,103,,0,0,3,286,736214,3
9886,False,72026535,315000.0,29,,3,2.0,1920,63,,2,0,6,202,736214,10
9887,False,72027433,855000.0,47,,3,2.0,2072,64,,0,0,12,91,736214,2
9891,False,72029193,401500.0,39,,4,1.5,1836,52,,0,0,1,316,736214,2
9892,False,72029562,679000.0,21,,3,1.5,1928,98,,0,0,3,218,736214,1
9893,False,72029608,80000.0,28,,3,1.0,1296,70,,0,0,1,370,736214,4
9895,False,72030250,707000.0,27,,3,1.5,1531,84,,2,0,1,79,736214,3
9897,False,72031214,295000.0,9,,2,2.0,1026,100,,0,0,62,212,736214,4
9903,False,72032331,472500.0,28,,3,1.5,1600,38,,0,0,3,35,736214,1
9904,False,72032716,530000.0,9,,4,1.5,1584,93,,1,0,3,217,736214,5
9908,False,72033522,275000.0,11,,3,1.5,1284,52,,1,0,6,284,736214,7
9909,False,72033548,295000.0,28,,2,1.0,1125,15,,2,0,6,271,736214,3
9910,False,72033609,535000.0,5,,4,2.5,2445,31,,2,0,3,37,736214,5
9912,False,72034446,411000.0,6,,4,1.0,1649,67,,2,0,1,255,736214,7
9913,False,72034507,418000.0,36,,5,3.5,2400,138,,2,0,3,294,736214,3
9914,False,72034925,999000.0,166,,3,3.0,1416,71,,1,0,6,111,736214,4
9915,False,72035013,329000.0,25,,3,2.0,1422,62,,0,0,6,207,736214,3
9916,False,72035240,308000.0,21,,3,1.0,1288,54,,0,0,6,206,736214,4
9917,False,72035413,279000.0,69,,4,2.0,2115,58,,1,0,10,168,736214,3
9918,False,72036110,385000.0,23,,3,1.5,1700,40,,2,0,7,188,736214,5
9919,False,72036243,290000.0,7,,2,1.5,1078,83,,0,0,1,299,736214,6
9920,False,72036580,515000.0,21,,3,2.0,1303,118,,0,0,3,252,736214,3
9922,False,72036977,380000.0,20,,5,3.0,3446,71,,1,0,571,47,736214,2
9923,False,72037253,1275000.0,43,,4,3.0,2848,44,,2,0,3,39,736214,1
9924,False,72037302,510617.0,6,,3,2.0,1674,67,,1,0,1,241,736214,6
9925,False,72037428,235521.0,26,,2,1.5,1229,28,,0,0,1,190,736214,1
9926,False,72037882,345000.0,16,,2,2.0,1192,46,,1,0,6,134,736214,3
9927,False,72039469,365000.0,9,,4,2.0,2416,53,,0,0,7,188,736214,3
9928,False,72040011,460000.0,9,,4,3.0,2925,31,,2,0,572,188,736214,4
9929,False,72040019,322500.0,22,,3,2.0,1836,96,,1,0,2,226,736214,2
9930,False,72040104,189000.0,17,,3,1.0,960,42,,0,0,6,345,736214,2
9934,False,72040621,460000.0,13,,3,2.0,1328,88,,0,0,424,255,736214,2
9935,False,72040630,735000.0,15,,3,2.5,1922,68,,1,0,6,219,736214,3
9937,False,72040813,310000.0,22,,3,2.0,1579,158,,0,0,3,264,736214,3
9939,False,72041055,315000.0,8,,5,3.0,2004,58,,1,0,21,202,736214,3
9943,False,72042102,375000.0,26,,3,2.0,1596,56,,0,0,1,36,736214,5
9944,False,72042250,1210000.0,24,,3,2.5,3200,2,,1,0,3,66,736214,2
9945,False,72042759,442000.0,11,,3,1.0,1624,30,,2,0,6,298,736214,3
9947,False,72043072,174000.0,8,,3,1.0,1046,32,,0,0,6,324,736214,3
9948,False,72043272,700000.0,8,,4,2.0,2490,118,,0,0,3,5,736214,7
9949,False,72043917,885000.0,7,,4,2.5,2168,106,,0,0,42,64,736214,7
9952,False,72045277,420000.0,13,,4,1.5,1710,58,,1,0,3,279,736214,4
9953,False,72047385,375000.0,14,,3,1.5,1356,118,,0,0,15,242,736214,3
9956,False,71892600,219000.0,236,,3,2.0,1170,218,,0,0,50,134,736215,3
9957,False,71905135,1350000.0,225,,4,4.0,4900,16,,3,0,1,278,736215,6
9962,False,71941203,323000.0,224,,4,2.0,1770,39,,2,0,22,113,736215,3
9963,False,71943120,167000.0,523,,3,1.0,1292,67,,0,0,1,321,736215,4
9965,False,71952469,145000.0,85,,3,1.0,1680,148,,0,0,29,168,736215,3
9969,False,71967157,392500.0,80,,3,2.5,2793,31,,2,0,3,285,736215,6
9970,False,71968944,990000.0,160,,3,3.0,3996,22,,4,0,12,167,736215,3
9971,False,71974037,629900.0,142,,4,2.5,2650,2,,2,0,3,276,736215,3
9976,False,71979354,310000.0,131,,3,2.0,1756,20,,2,0,6,375,736215,3
9977,False,71980299,145000.0,125,,2,1.0,1063,88,,1,0,2,178,736215,3
9978,False,71980889,242500.0,124,,2,1.0,1262,103,,0,0,29,317,736215,5
9979,False,71981693,230000.0,130,,3,1.0,1716,24,,0,0,43,377,736215,2
9986,False,71994906,360000.0,42,,4,2.0,2784,48,,2,0,42,188,736215,4
9989,False,71996376,185000.0,120,,1,1.0,880,118,,0,0,2,31,736215,3
9997,False,72002351,1250000.0,59,,4,3.5,4192,52,,3,0,3,77,736215,4
9999,False,72003342,450000.0,78,,4,3.0,2663,32,,2,0,10,98,736215,3
10001,False,72006382,283210.0,80,,3,1.0,720,68,,0,0,93,111,736215,3
10008,False,72009104,535000.0,73,,4,3.0,2101,68,,1,0,6,215,736215,4
10009,False,72009404,475000.0,70,,4,2.5,2008,158,,1,0,3,72,736215,4
10010,False,72009410,375000.0,53,,4,1.0,1858,55,,2,0,6,290,736215,4
10011,False,72010367,580100.0,36,,5,2.5,2724,48,,2,0,9,69,736215,3
10014,False,72011924,834400.0,20,,4,2.5,3664,13,,3,0,3,214,736215,3
10017,False,72013758,399000.0,28,,3,2.5,2204,41,,1,0,1,102,736215,8
10022,False,72015799,170000.0,9,,2,1.0,784,66,,0,0,6,206,736215,3
10023,False,72016589,260000.0,62,,2,1.0,1056,52,,0,0,6,99,736215,3
10024,False,72016643,597500.0,41,,3,2.0,2080,63,,2,0,6,74,736215,3
10026,False,72017450,344900.0,52,,4,3.0,3100,50,,2,0,402,185,736215,4
10029,False,72019216,520000.0,54,,3,3.0,2452,21,,2,0,43,252,736215,6
10030,False,72019875,155000.0,13,,3,2.0,1498,62,,1,0,1,379,736215,2
10031,False,72020905,350000.0,53,,3,2.0,1488,64,,1,0,6,211,736215,4
10035,False,72023361,288000.0,35,,4,2.5,2953,69,,3,0,1,380,736215,3
10036,False,72023454,3350000.0,44,,7,4.5,4232,145,,2,0,574,25,736215,6
10040,False,72024864,272500.0,10,,2,2.0,1736,15,,2,0,6,195,736215,6
10041,False,72024956,530000.0,37,,3,3.5,2602,2,,2,0,3,317,736215,5
10043,False,72025522,265000.0,32,,3,2.0,1904,10,,2,0,6,604,736215,4
10044,False,72026304,340000.0,29,,4,2.5,1700,31,,1,0,9,349,736215,6
10047,False,72028836,273500.0,40,,3,1.5,1729,34,,2,0,1,323,736215,2
10048,False,72029163,354000.0,8,,3,2.5,3528,58,,2,0,6,185,736215,3
10049,False,72029697,782500.0,5,,3,2.5,2176,5,,0,0,3,261,736215,4
10053,False,72031401,224900.0,28,,3,1.0,1158,65,,4,0,6,186,736215,3
10055,False,72031423,262000.0,22,,3,1.0,1056,118,,0,0,33,236,736215,2
10058,False,72032485,515000.0,28,,4,2.5,2752,9,,3,0,3,309,736215,4
10059,False,72032638,290000.0,25,,3,1.5,1872,7,,0,0,3,170,736215,3
10060,False,72032814,701000.0,20,,4,2.5,2807,14,,2,0,3,265,736215,3
10061,False,72032962,200000.0,28,,3,1.0,1263,93,,0,0,1,201,736215,3
10062,False,72033128,1010000.0,27,,4,2.5,2315,68,,2,0,3,56,736215,3
10063,False,72033716,430008.0,5,,4,2.0,2024,67,,0,0,6,74,736215,2
10065,False,72034330,216000.0,31,,3,1.0,1181,93,,0,0,147,300,736215,1
10066,False,72034556,545000.0,146,,4,2.5,2528,33,,2,0,3,298,736215,3
10070,False,72035607,200000.0,32,,2,1.0,1125,66,,0,0,6,505,736215,5
