,PRE-FLIP-MLS,POST-FLIP-MLS,PRE-FLIP-SOLD-DATE,POST-FLIP-SOLD-DATE,PRE-SOLD-PRICE,POST-SOLD-PRICE,PROFIT
2029,72108195.0,72253145.0,5/15/2017,3/9/2018,289000.0,377000.0,88000
2030,71975940.0,72108278.0,6/9/2016,7/12/2017,580000.0,689000.0,109000
2031,72108437.0,72257692.0,8/8/2017,2/15/2018,199000.0,309000.0,110000
2032,72108493.0,72213441.0,2/28/2017,12/13/2017,265000.0,500000,235000
2033,72108533.0,72281266.0,2/28/2017,3/19/2018,220000.0,55000.0,-165000
2034,71909332.0,72108554.0,2/9/2016,5/24/2017,402000.0,655000.0,253000
2035,72039984.0,72108607.0,10/31/2016,3/24/2017,458000.0,548769.0,90769
2036,71838591.0,72108714.0,5/13/2016,3/28/2017,449000.0,450000.0,1000
2037,72108715.0,72176550.0,2/7/2017,8/18/2017,165000.0,315000.0,150000
2038,72108808.0,72278023.0,11/10/2017,3/22/2018,128750.0,225000.0,96250
2039,72108812.0,72241343.0,3/23/2017,12/29/2017,101000.0,257000,156000
2040,72108837.0,72262013.0,8/31/2017,1/4/2018,268000.0,352000.0,84000
2041,72108862.0,72214698.0,2/27/2017,12/22/2017,185000.0,395000,210000
2042,71936097.0,72108957.0,6/8/2016,4/28/2017,138000.0,238000.0,100000
2043,72109012.0,72232847.0,5/2/2017,11/28/2017,120000.0,290000.0,170000
2044,72042490.0,72109033.0,8/30/2016,2/28/2017,165000.0,290000.0,125000
2045,72109071.0,72258069.0,4/7/2017,3/1/2018,640000.0,680000.0,40000
2046,71940334.0,72109074.0,2/18/2016,11/30/2017,61000.0,92000.0,31000
2047,72109080.0,72250553.0,6/16/2017,1/26/2018,342000.0,588000.0,246000
2048,71922668.0,72109161.0,5/25/2016,5/5/2017,195000.0,210000.0,15000
2049,72109180.0,72261793.0,6/22/2017,3/2/2018,165000.0,260000.0,95000
2050,72109280.0,72265005.0,8/29/2017,2/7/2018,375000.0,520000.0,145000
2051,72109421.0,72162542.0,3/3/2017,6/30/2017,188000.0,319900.0,131900
2052,72109466.0,72204355.0,3/13/2017,12/12/2017,385000.0,401000,16000
2053,72109509.0,72167569.0,2/14/2017,6/30/2017,130000.0,246000.0,116000
2054,72109663.0,72135795.0,2/27/2017,5/26/2017,153500.0,252000.0,98500
2055,71921875.0,72109730.0,1/13/2016,3/31/2017,432000.0,439000.0,7000
2056,71931240.0,72109796.0,1/29/2016,4/28/2017,415000.0,1160000.0,745000
2057,72109966.0,72209779.0,3/30/2017,11/14/2017,350000.0,699000.0,349000
2058,72110044.0,72251813.0,2/28/2017,2/9/2018,96500.0,200000.0,103500
2059,72110290.0,72201433.0,4/18/2017,11/28/2017,600000.0,570000.0,-30000
2060,72110404.0,72195736.0,4/19/2017,8/31/2017,155000.0,329000.0,174000
2061,72001737.0,72110420.0,10/21/2016,4/6/2017,169575.0,265000.0,95425
2062,71948084.0,72110516.0,7/15/2016,3/15/2017,320000.0,439000.0,119000
2063,72033457.0,72110518.0,8/30/2016,3/17/2017,75500.0,187000.0,111500
2064,72110629.0,72241807.0,5/15/2017,12/4/2017,310000.0,485000,175000
2065,72008602.0,72110661.0,12/1/2016,4/4/2017,170000.0,346500.0,176500
2066,72046153.0,72110687.0,10/31/2016,3/6/2017,220000.0,388000.0,168000
2067,72057409.0,72110769.0,10/6/2016,2/21/2017,320000.0,500000.0,180000
2068,72110852.0,72165581.0,2/24/2017,7/7/2017,118000.0,260000.0,142000
2069,72110886.0,72194754.0,2/23/2017,8/28/2017,300000.0,580000.0,280000
2070,72110929.0,72210018.0,2/17/2017,9/29/2017,145000.0,222000.0,77000
2071,72004740.0,72110991.0,8/1/2016,3/29/2017,289000.0,460000.0,171000
2072,72111634.0,72272899.0,5/19/2017,2/28/2018,153000.0,280000.0,127000
2073,71997216.0,72111742.0,7/25/2016,3/31/2017,148000.0,270000.0,122000
2074,72111886.0,72178553.0,2/13/2017,8/10/2017,245000.0,478000.0,233000
2075,72044524.0,72111943.0,9/30/2016,3/31/2017,101600.0,250000.0,148400
2076,72111971.0,72188727.0,3/17/2017,8/16/2017,186000.0,310000.0,124000
2077,71987574.0,72112042.0,5/4/2016,6/12/2017,538840.0,499900.0,-38940
2078,72112109.0,72180260.0,4/5/2017,9/19/2017,75000.0,199900.0,124900
2079,72112124.0,72223532.0,5/31/2017,1/25/2018,270000.0,348000.0,78000
2080,72112224.0,72182132.0,4/18/2017,9/20/2017,265000.0,225000.0,-40000
2081,72112226.0,72230987.0,6/29/2017,12/18/2017,96000.0,192500,96500
2082,72112232.0,72129224.0,4/28/2017,4/28/2017,225000.0,323000.0,98000
2083,72071811.0,72112284.0,10/25/2016,3/17/2017,555000.0,850000.0,295000
2084,72112374.0,72228551.0,4/14/2017,12/14/2017,617500.0,780000.0,162500
2085,72112491.0,72208542.0,4/3/2017,9/28/2017,650000.0,674000.0,24000
2086,72112507.0,72210095.0,2/28/2017,9/29/2017,500000.0,501000.0,1000
2087,71937530.0,72112616.0,11/3/2016,3/27/2017,77000.0,214000.0,137000
2088,72112631.0,72271637.0,2/10/2017,3/16/2018,170000.0,443000.0,273000
2089,72112641.0,72219623.0,4/21/2017,12/11/2017,110000.0,253000,143000
2090,71995177.0,72112748.0,9/20/2016,5/8/2017,400000.0,680000.0,280000
2091,71964895.0,72112774.0,9/16/2016,3/17/2017,95000.0,446750.0,351750
2092,72112830.0,72112834.0,6/15/2017,6/16/2017,346500.0,346500.0,0
2093,72112830.0,72112834.0,6/15/2017,6/16/2017,346500.0,346500.0,0
2094,71936417.0,72112836.0,1/9/2017,3/28/2017,225000.0,344000.0,119000
2095,72060605.0,72112839.0,12/21/2016,5/1/2017,112000.0,150000.0,38000
2096,71933378.0,72112967.0,10/12/2016,5/30/2017,165000.0,250000.0,85000
2097,72113023.0,72181786.0,3/28/2017,12/20/2017,135850.0,449900,314050
2098,72113030.0,72197137.0,2/13/2017,10/17/2017,135500.0,262000.0,126500
2099,72026466.0,72113050.0,8/30/2016,11/1/2017,345000.0,874900.0,529900
2100,72004482.0,72113099.0,12/12/2016,6/15/2017,220000.0,340500.0,120500
2101,72089171.0,72113146.0,1/12/2017,3/31/2017,210000.0,210000.0,0
2102,71905081.0,72113157.0,1/7/2016,2/17/2017,782000.0,2088000.0,1306000
2103,72113201.0,72177724.0,4/5/2017,9/19/2017,172000.0,327000.0,155000
2104,72113238.0,72206478.0,3/29/2017,12/11/2017,145000.0,268500,123500
2105,72056003.0,72113396.0,10/31/2016,3/23/2017,310000.0,460000.0,150000
2106,71930435.0,72113443.0,7/29/2016,8/23/2017,63978.0,196000.0,132022
2107,71986932.0,72113495.0,5/17/2016,8/16/2017,160000.0,305000.0,145000
2108,72048156.0,72113613.0,9/30/2016,3/24/2017,539900.0,579000.0,39100
2109,72113679.0,72150776.0,7/11/2017,11/1/2017,539900.0,567000.0,27100
2110,72065868.0,72113685.0,12/28/2016,4/14/2017,254400.0,289900.0,35500
2111,72113908.0,72208431.0,2/28/2017,9/26/2017,130000.0,288800.0,158800
2112,72113914.0,72030313.0,3/30/2017,6/9/2017,1100000.0,1080000.0,-20000
2113,72006462.0,72113970.0,7/11/2016,6/29/2017,255000.0,275950.0,20950
2114,72024175.0,72114000.0,8/30/2016,6/16/2017,649900.0,640000.0,-9900
2115,72114057.0,72225252.0,5/31/2017,10/23/2017,118500.0,232000.0,113500
2116,72031848.0,72114149.0,8/31/2016,12/7/2017,2000000.0,1500000,-500000
2117,72093446.0,72114153.0,2/14/2017,5/17/2017,160000.0,265000.0,105000
2118,71916010.0,72114159.0,1/22/2016,3/31/2017,410000.0,489000.0,79000
2119,72009242.0,72114228.0,8/4/2016,4/6/2017,180000.0,325000.0,145000
2120,72114249.0,72272613.0,5/17/2017,3/16/2018,170000.0,285000.0,115000
2121,72114333.0,72257013.0,5/26/2017,1/12/2018,85500.0,199900.0,114400
2122,72114517.0,72236640.0,6/23/2017,12/29/2017,200000.0,395000,195000
2123,71980445.0,72114601.0,5/16/2016,5/16/2017,410100.0,755000.0,344900
2124,71976689.0,72114746.0,6/28/2016,5/10/2017,408000.0,509250.0,101250
2125,72041767.0,72115047.0,9/30/2016,3/31/2017,160000.0,268000.0,108000
2126,72115092.0,72203408.0,5/3/2017,1/12/2018,135000.0,215000.0,80000
2127,72115095.0,72211388.0,3/23/2017,12/15/2017,371000.0,369900,-1100
2128,72115114.0,72210966.0,3/24/2017,11/8/2017,525000.0,793000.0,268000
2129,71990571.0,72115160.0,6/27/2016,5/18/2017,170000.0,280000.0,110000
2130,72003970.0,72115209.0,8/3/2016,3/30/2017,470000.0,512000.0,42000
2131,72073013.0,72115382.0,11/18/2016,3/22/2017,235725.0,370000.0,134275
2132,72115401.0,72219961.0,7/31/2017,10/31/2017,289000.0,460000.0,171000
2133,71982555.0,72115545.0,8/5/2016,4/13/2017,440000.0,450000.0,10000
2134,72030328.0,72115618.0,8/5/2016,3/31/2017,438000.0,670000.0,232000
2135,72115749.0,72241612.0,5/31/2017,11/17/2017,355000.0,360000.0,5000
2136,72031375.0,72115762.0,9/7/2016,4/13/2017,223000.0,429950.0,206950
2137,71948656.0,72115812.0,2/17/2016,6/16/2017,65000.0,140000.0,75000
2138,72024972.0,72115844.0,7/8/2016,7/6/2017,235000.0,366000.0,131000
2139,71996768.0,72115846.0,7/8/2016,5/19/2017,213000.0,360000.0,147000
2140,72115914.0,72270414.0,4/11/2017,1/31/2018,120000.0,339000.0,219000
2141,71966474.0,72115970.0,9/7/2016,4/10/2017,44000.0,142000.0,98000
2142,72116060.0,72123265.0,5/15/2017,6/30/2017,449900.0,450000.0,100
2143,72010434.0,72116153.0,8/30/2016,4/20/2017,125000.0,290000.0,165000
2144,72116237.0,72181021.0,8/14/2017,3/30/2018,515000.0,586914.0,71914
2145,72007397.0,72116469.0,9/6/2016,6/30/2017,166000.0,314000.0,148000
2146,71924018.0,72116477.0,2/12/2016,5/16/2017,175000.0,325000.0,150000
2147,71985550.0,72116546.0,5/31/2016,5/18/2017,62000.0,219000.0,157000
2148,72116570.0,72127181.0,12/29/2017,2/5/2018,825000,660000.0,-165000
2149,72116651.0,72206609.0,4/7/2017,12/8/2017,407000.0,455000,48000
2150,72078232.0,72116692.0,11/10/2016,4/21/2017,325000.0,535000.0,210000
2151,71917332.0,72116740.0,2/29/2016,5/3/2017,279900.0,265000.0,-14900
2152,71976779.0,72116846.0,10/6/2016,3/23/2017,251500.0,440000.0,188500
2153,72015519.0,72116877.0,9/29/2016,4/28/2017,41000.0,120000.0,79000
2154,71937394.0,72116882.0,5/6/2016,4/21/2017,385000.0,742500.0,357500
2155,71927729.0,72116888.0,2/19/2016,3/31/2017,890000.0,940000.0,50000
2156,71973953.0,72116891.0,5/26/2016,5/31/2017,385000.0,395000.0,10000
2157,72117143.0,72195414.0,3/17/2017,12/6/2017,470000.0,840000,370000
2158,72117149.0,72262499.0,4/14/2017,3/5/2018,289500.0,310000.0,20500
2159,72054413.0,72117218.0,11/17/2016,5/1/2017,162000.0,255000.0,93000
2160,72117219.0,72224311.0,4/11/2017,11/1/2017,450000.0,508500.0,58500
2161,71939408.0,72117473.0,2/1/2016,4/14/2017,405000.0,633000.0,228000
2162,71959294.0,72117707.0,6/16/2016,3/28/2017,60000.0,189000.0,129000
2163,72117776.0,72241147.0,3/15/2017,1/2/2018,455000.0,990000.0,535000
2164,71778574.0,72118026.0,2/26/2016,5/2/2017,548650.0,550000.0,1350
2165,71840758.0,72118148.0,10/31/2016,3/28/2017,115000.0,293500.0,178500
2166,72118214.0,72279112.0,4/28/2017,3/30/2018,585000.0,595000.0,10000
2167,72064398.0,72118549.0,9/30/2016,3/31/2017,134000.0,282000.0,148000
2168,72118552.0,72184381.0,4/19/2017,8/23/2017,170000.0,213900.0,43900
2169,72033454.0,72118659.0,9/9/2016,7/18/2017,305000.0,480000.0,175000
2170,72040009.0,72118690.0,10/11/2016,3/31/2017,380000.0,389000.0,9000
2171,71974630.0,72118852.0,7/22/2016,5/5/2017,86500.0,170000.0,83500
2172,71944525.0,72118938.0,5/12/2016,5/1/2017,390000.0,500000.0,110000
2173,71967657.0,72119331.0,6/17/2016,9/11/2017,835000.0,820000.0,-15000
2174,71906453.0,72119352.0,2/23/2016,8/29/2017,880000.0,875000.0,-5000
2175,72119373.0,72234730.0,3/21/2017,12/1/2017,575000.0,890000,315000
2176,72119422.0,72274434.0,4/5/2017,3/9/2018,315000.0,323000.0,8000
2177,72119442.0,72184571.0,4/3/2017,8/11/2017,692000.0,700000.0,8000
2178,71919860.0,72119530.0,4/1/2016,5/2/2017,338500.0,685000.0,346500
2179,72119596.0,72159311.0,4/14/2017,8/17/2017,249000.0,290000.0,41000
2180,72119634.0,72274580.0,4/14/2017,2/28/2018,205000.0,425000.0,220000
2181,72069668.0,72119761.0,12/20/2016,3/24/2017,175000.0,270000.0,95000
2182,71914063.0,72119897.0,2/3/2016,6/2/2017,500000.0,775000.0,275000
2183,72059968.0,72119924.0,9/28/2016,4/21/2017,410000.0,637900.0,227900
2184,72040100.0,72119947.0,12/30/2016,3/30/2017,155000.0,238000.0,83000
2185,72061028.0,72119965.0,10/21/2016,3/21/2017,261000.0,415000.0,154000
2186,72119975.0,72190053.0,4/18/2017,8/25/2017,161000.0,308000.0,147000
2187,72119988.0,72193106.0,4/26/2017,8/28/2017,193350.0,350000.0,156650
2188,72120009.0,72189117.0,4/7/2017,9/29/2017,144000.0,345000.0,201000
2189,72120039.0,72261958.0,4/27/2017,3/15/2018,1499000.0,1600000.0,101000
2190,72091432.0,72120064.0,12/21/2016,4/28/2017,112000.0,215000.0,103000
2191,72120075.0,72256728.0,5/18/2017,3/15/2018,361000.0,540000.0,179000
2192,71934590.0,72120118.0,3/10/2016,3/31/2017,359000.0,382000.0,23000
2193,72120124.0,72192113.0,4/18/2017,10/13/2017,415000.0,560000.0,145000
2194,72120198.0,72204758.0,3/24/2017,11/17/2017,152000.0,299000.0,147000
2195,72051072.0,72120200.0,10/7/2016,4/21/2017,323000.0,345000.0,22000
2196,72064903.0,72120252.0,10/21/2016,5/4/2017,235000.0,345000.0,110000
2197,72120277.0,72220067.0,4/28/2017,11/9/2017,90000.0,190900.0,100900
2198,72120387.0,72247020.0,3/24/2017,1/19/2018,345000.0,405000.0,60000
2199,72120441.0,72246037.0,5/17/2017,11/30/2017,300000.0,620000.0,320000
2200,72038932.0,72120502.0,1/6/2017,3/31/2017,185000.0,340000.0,155000
2201,72120669.0,72218118.0,4/4/2017,10/13/2017,281000.0,429000.0,148000
2202,71935983.0,72120946.0,3/1/2016,4/27/2017,270000.0,335000.0,65000
2203,72072561.0,72121141.0,1/9/2017,4/28/2017,375000.0,386000.0,11000
2204,71797399.0,72121321.0,2/25/2016,4/25/2017,1040000.0,1275000.0,235000
2205,71943259.0,72121621.0,1/13/2017,6/30/2017,100000.0,134500.0,34500
2206,71851225.0,72121701.0,1/22/2016,4/14/2017,219000.0,495000.0,276000
2207,72076581.0,72121705.0,5/26/2017,7/31/2017,399900.0,439900.0,40000
2208,72006135.0,72121926.0,6/28/2016,5/19/2017,895000.0,897000.0,2000
2209,72121937.0,72249817.0,4/7/2017,12/13/2017,59900.0,239900,180000
2210,72003576.0,72122167.0,10/3/2016,5/19/2017,155000.0,299000.0,144000
2211,72122227.0,72206096.0,4/21/2017,9/13/2017,465000.0,485000.0,20000
2212,72030658.0,72122234.0,9/29/2016,4/28/2017,205000.0,233000.0,28000
2213,72047484.0,72122318.0,10/31/2016,6/27/2017,380000.0,390000.0,10000
2214,72122576.0,72239215.0,5/26/2017,11/21/2017,181000.0,327000.0,146000
2215,71882107.0,72122697.0,5/5/2016,5/25/2017,296000.0,322400.0,26400
2216,71995060.0,72122716.0,9/15/2016,3/31/2017,52250.0,139200.0,86950
2217,72122741.0,72224234.0,6/8/2017,1/8/2018,740000.0,800000.0,60000
2218,72100352.0,72122769.0,1/4/2017,5/4/2017,180000.0,280000.0,100000
2219,72042354.0,72123056.0,11/11/2016,5/16/2017,60000.0,235000.0,175000
2220,72032751.0,72123070.0,11/4/2016,9/29/2017,115249.0,215000.0,99751
2221,72116060.0,72123265.0,5/15/2017,6/30/2017,449900.0,450000.0,100
2222,71989411.0,72123326.0,7/1/2016,6/14/2017,330000.0,730000.0,400000
2223,72123455.0,72252695.0,7/7/2017,12/19/2017,585000.0,635000,50000
2224,72123460.0,72177001.0,3/29/2017,8/30/2017,98000.0,237000.0,139000
2225,72076868.0,72123504.0,10/27/2016,5/2/2017,357000.0,543000.0,186000
2226,72056173.0,72123679.0,11/7/2016,4/20/2017,152000.0,280000.0,128000
2227,71921461.0,72123768.0,10/28/2016,3/21/2017,112500.0,340000.0,227500
2228,71947320.0,72123935.0,5/10/2016,6/16/2017,135000.0,202000.0,67000
2229,71967248.0,72123969.0,8/11/2016,7/26/2017,192000.0,212000.0,20000
2230,72124118.0,72277581.0,5/22/2017,3/28/2018,190256.0,235200.0,44944
2231,72076253.0,72124396.0,11/14/2016,5/4/2017,194900.0,335000.0,140100
2232,71943044.0,72124407.0,5/13/2016,4/27/2017,190000.0,287000.0,97000
2233,72124472.0,72205571.0,5/1/2017,9/22/2017,145000.0,307000.0,162000
2234,72124474.0,72262221.0,6/16/2017,1/26/2018,330000.0,462000.0,132000
2235,72124475.0,72190769.0,3/24/2017,8/16/2017,172500.0,321450.0,148950
2236,72026365.0,72124573.0,12/5/2016,4/10/2017,160000.0,231700.0,71700
2237,71877271.0,72124797.0,1/27/2016,4/13/2017,290000.0,325000.0,35000
2238,72080968.0,72124942.0,11/23/2016,5/30/2017,161000.0,298000.0,137000
2239,71890217.0,72124984.0,3/23/2016,4/21/2017,329000.0,350000.0,21000
2240,72125142.0,72212079.0,7/12/2017,10/17/2017,260000.0,420000.0,160000
2241,72125228.0,72215200.0,4/28/2017,2/16/2018,101000.0,330000.0,229000
2242,71841445.0,72125244.0,12/23/2016,5/5/2017,160000.0,284900.0,124900
2243,72051984.0,72125253.0,10/6/2016,5/3/2017,180000.0,279000.0,99000
2244,71967669.0,72125255.0,9/9/2016,4/28/2017,86150.0,185000.0,98850
2245,72069802.0,72125260.0,12/9/2016,4/26/2017,208000.0,320000.0,112000
2246,71804254.0,72125301.0,3/3/2016,5/2/2017,596813.0,600000.0,3187
2247,71975623.0,72125306.0,5/12/2016,5/17/2017,475000.0,477500.0,2500
2248,71998777.0,72125352.0,12/16/2016,4/19/2017,350000.0,561000.0,211000
2249,72102071.0,72125447.0,5/26/2017,1/12/2018,649900.0,809882.0,159982
2250,72125448.0,72229142.0,4/28/2017,12/15/2017,190000.0,315000,125000
2251,72125520.0,72200532.0,4/24/2017,8/25/2017,129900.0,261000.0,131100
2252,72125701.0,72177833.0,3/31/2017,7/11/2017,68000.0,205000.0,137000
2253,71976813.0,72125732.0,6/3/2016,4/28/2017,440000.0,480000.0,40000
2254,71937771.0,72125786.0,12/28/2016,4/26/2017,95000.0,210000.0,115000
2255,72039029.0,72125793.0,10/19/2016,6/1/2017,190000.0,375000.0,185000
2256,72125872.0,72179891.0,4/11/2017,11/21/2017,270000.0,369000.0,99000
2257,72009052.0,72125905.0,9/26/2016,4/14/2017,171500.0,339900.0,168400
2258,72021756.0,72125953.0,8/2/2016,5/8/2017,185000.0,365000.0,180000
2259,72125969.0,72266639.0,7/20/2017,2/23/2018,136000.0,208900.0,72900
2260,72125973.0,72247839.0,5/31/2017,2/7/2018,162000.0,330000.0,168000
2261,72079874.0,72125987.0,11/4/2016,7/7/2017,130000.0,236000.0,106000
2262,72092707.0,72126034.0,12/22/2016,8/2/2017,210000.0,316000.0,106000
2263,72126037.0,72175128.0,3/31/2017,9/11/2017,207000.0,295000.0,88000
2264,72126131.0,72214229.0,4/21/2017,9/27/2017,240072.0,410000.0,169928
2265,72126159.0,72259069.0,8/21/2017,1/26/2018,280000.0,430000.0,150000
2266,72126324.0,72263192.0,5/2/2017,3/19/2018,140150.0,230500.0,90350
2267,72126340.0,72286368.0,4/28/2017,3/30/2018,1560600.0,2781500.0,1220900
2268,72037758.0,72126475.0,12/19/2016,5/1/2017,215000.0,410000.0,195000
2269,72126490.0,72204475.0,5/3/2017,9/22/2017,242500.0,440000.0,197500
2270,72001457.0,72126609.0,10/6/2016,5/15/2017,174900.0,291000.0,116100
2271,72126619.0,72215280.0,4/17/2017,9/22/2017,248000.0,550000.0,302000
2272,72126649.0,72224113.0,4/26/2017,2/5/2018,129000.0,295000.0,166000
2273,72100286.0,72126660.0,1/30/2017,5/24/2017,270000.0,355000.0,85000
2274,72126687.0,72228689.0,4/10/2017,10/30/2017,102500.0,190000.0,87500
2275,72126727.0,72258725.0,4/24/2017,1/12/2018,118000.0,240000.0,122000
2276,71999749.0,72126740.0,7/12/2016,7/11/2017,86000.0,200000.0,114000
2277,72072438.0,72126744.0,10/31/2016,5/10/2017,113000.0,259900.0,146900
2278,72023985.0,72126828.0,9/16/2016,4/20/2017,155500.0,314000.0,158500
2279,71967815.0,72127019.0,5/2/2016,7/5/2017,358000.0,374000.0,16000
2280,72029660.0,72127075.0,8/30/2016,5/31/2017,169900.0,376500.0,206600
2281,72116570.0,72127181.0,12/29/2017,2/5/2018,825000,660000.0,-165000
2282,72127209.0,72237523.0,4/28/2017,12/11/2017,215000.0,405000,190000
2283,72087797.0,72127607.0,4/24/2017,6/28/2017,150000.0,155000.0,5000
2284,72127668.0,72275874.0,4/14/2017,3/16/2018,172000.0,435000.0,263000
2285,72023139.0,72127686.0,11/1/2016,4/28/2017,605000.0,650000.0,45000
2286,72079180.0,72127691.0,11/29/2016,3/27/2017,145500.0,275000.0,129500
2287,72127709.0,72171995.0,3/31/2017,7/28/2017,210000.0,326000.0,116000
2288,72034253.0,72127803.0,8/29/2016,4/28/2017,365100.0,660000.0,294900
2289,72127957.0,72169890.0,3/29/2017,9/29/2017,337000.0,439000.0,102000
2290,72029208.0,72127958.0,10/26/2016,5/3/2017,266000.0,484900.0,218900
2291,71899440.0,72128274.0,1/19/2016,4/28/2017,249000.0,406500.0,157500
2292,72128288.0,72231570.0,9/22/2017,1/8/2018,445637.5,404080.0,-41557
2293,71940027.0,72128322.0,3/4/2016,6/20/2017,530000.0,1380000.0,850000
2294,72128364.0,72132245.0,6/27/2017,6/28/2017,824900.0,789900.0,-35000
2295,71931468.0,72128376.0,2/4/2016,6/7/2017,117000.0,329900.0,212900
2296,71969561.0,72128448.0,5/25/2016,9/20/2017,525000.0,644000.0,119000
2297,72090291.0,72128490.0,12/21/2016,5/11/2017,230000.0,425000.0,195000
2298,72128583.0,72232853.0,6/29/2017,12/22/2017,182000.0,297500,115500
2299,72017721.0,72128664.0,10/31/2016,6/30/2017,340000.0,649900.0,309900
2300,72129002.0,72262057.0,7/28/2017,1/12/2018,75240.0,219000.0,143760
2301,71994213.0,72129197.0,6/15/2016,5/4/2017,500000.0,644650.0,144650
2302,72112232.0,72129224.0,4/28/2017,4/28/2017,225000.0,323000.0,98000
2303,72080254.0,72129232.0,2/21/2017,5/23/2017,145000.0,279900.0,134900
2304,72025800.0,72129307.0,8/19/2016,4/28/2017,260000.0,324000.0,64000
2305,72129367.0,72191482.0,4/25/2017,8/25/2017,445200.0,590000.0,144800
2306,72129409.0,72188678.0,4/13/2017,8/14/2017,271550.0,450000.0,178450
2307,72037123.0,72129424.0,4/10/2017,2/28/2018,803835.0,861393.0,57558
2308,72064730.0,72129507.0,10/18/2016,7/28/2017,160000.0,460000.0,300000
2309,72021001.0,72129657.0,7/22/2016,5/12/2017,270000.0,500000.0,230000
2310,72068366.0,72129690.0,10/26/2016,7/7/2017,259900.0,535000.0,275100
2311,72070384.0,72129762.0,11/8/2016,4/20/2017,95000.0,223000.0,128000
2312,72129772.0,72215686.0,4/21/2017,1/12/2018,155900.0,255000.0,99100
2313,72009468.0,72129849.0,6/27/2016,5/10/2017,154100.0,265000.0,110900
2314,72129858.0,72193366.0,4/11/2017,8/31/2017,310300.0,505000.0,194700
2315,72129891.0,72216912.0,4/28/2017,1/8/2018,136000.0,245000.0,109000
2316,71977985.0,72129917.0,5/2/2016,6/16/2017,148000.0,385000.0,237000
2317,72080294.0,72129986.0,12/7/2016,6/23/2017,305000.0,439000.0,134000
2318,71930621.0,72130088.0,7/29/2016,4/14/2017,146475.0,370000.0,223525
2319,71880151.0,72130300.0,2/26/2016,6/26/2017,159000.0,182000.0,23000
2320,71968761.0,72130325.0,5/19/2016,5/30/2017,290000.0,321000.0,31000
2321,72130473.0,72259948.0,5/9/2017,3/1/2018,120000.0,139900.0,19900
2322,71899409.0,72130562.0,1/22/2016,5/5/2017,100000.0,345000.0,245000
2323,72072693.0,72130635.0,12/9/2016,6/16/2017,152000.0,270900.0,118900
2324,72130666.0,72233505.0,4/26/2017,11/16/2017,79900.0,163000.0,83100
2325,71992629.0,72130680.0,6/15/2016,7/7/2017,390000.0,518000.0,128000
2326,72130791.0,72262798.0,8/7/2017,2/22/2018,215000.0,375000.0,160000
2327,71985655.0,72130940.0,6/1/2016,6/28/2017,520000.0,570000.0,50000
2328,72073481.0,72130947.0,1/12/2017,4/28/2017,355000.0,640000.0,285000
2329,72131201.0,72242738.0,6/23/2017,12/29/2017,260000.0,489900,229900
2330,72131370.0,72260555.0,5/4/2017,1/10/2018,117000.0,227500.0,110500
2331,71933511.0,72131551.0,2/12/2016,5/17/2017,79000.0,285000.0,206000
2332,71614526.0,72131597.0,3/1/2016,5/1/2017,335000.0,425000.0,90000
2333,72131680.0,72238599.0,4/28/2017,1/19/2018,517500.0,860000.0,342500
2334,71935553.0,72131951.0,5/2/2016,5/5/2017,252000.0,420000.0,168000
2335,72131989.0,72256994.0,8/25/2017,3/16/2018,430000.0,705000.0,275000
2336,72029463.0,72132005.0,7/27/2016,4/28/2017,140000.0,275000.0,135000
2337,72132025.0,72239678.0,9/11/2017,11/20/2017,654000.0,755000.0,101000
2338,71883367.0,72132041.0,2/17/2016,5/1/2017,295000.0,500000.0,205000
2339,72132087.0,72198106.0,4/14/2017,11/14/2017,130000.0,268000.0,138000
2340,72132231.0,72209041.0,4/12/2017,9/29/2017,315000.0,549999.0,234999
2341,72128364.0,72132245.0,6/27/2017,6/28/2017,824900.0,789900.0,-35000
2342,72132273.0,72174876.0,4/11/2017,8/7/2017,180000.0,287000.0,107000
2343,71956404.0,72132636.0,9/10/2016,4/28/2017,205000.0,392000.0,187000
2344,72132644.0,72221572.0,8/29/2017,12/22/2017,250000.0,154900,-95100
2345,72045244.0,72132716.0,11/7/2016,5/25/2017,240000.0,246000.0,6000
2346,72132846.0,72250809.0,5/29/2017,3/2/2018,450000.0,649900.0,199900
2347,71985444.0,72132855.0,11/29/2016,6/23/2017,99000.0,222000.0,123000
2348,71998016.0,72132883.0,9/14/2016,5/31/2017,368500.0,373000.0,4500
2349,72023121.0,72133044.0,9/13/2016,6/26/2017,250000.0,445000.0,195000
2350,72133311.0,72251395.0,6/1/2017,2/20/2018,155000.0,299000.0,144000
2351,71977217.0,72133395.0,8/19/2016,4/28/2017,105500.0,208000.0,102500
2352,72133504.0,72189507.0,5/8/2017,1/12/2018,330000.0,535000.0,205000
2353,71944356.0,72133517.0,3/10/2016,7/5/2017,550000.0,690000.0,140000
2354,72133710.0,72265234.0,8/24/2017,2/2/2018,412000.0,459300.0,47300
2355,72133787.0,72259861.0,5/5/2017,2/28/2018,255000.0,379900.0,124900
2356,72054411.0,72133846.0,12/21/2016,4/28/2017,176000.0,325000.0,149000
2357,72133965.0,72255992.0,5/4/2017,1/26/2018,206000.0,335000.0,129000
2358,72134007.0,72179623.0,4/27/2017,10/11/2017,475000.0,658400.0,183400
2359,72084364.0,72134022.0,12/2/2016,4/28/2017,162000.0,305000.0,143000
