,PRE-FLIP-MLS,POST-FLIP-MLS,PRE-FLIP-SOLD-DATE,POST-FLIP-SOLD-DATE,PRE-SOLD-PRICE,POST-SOLD-PRICE,PROFIT
0,71425748.0,72069748.0,2/4/2016,1/20/2017,50000.0,185000.0,135000
1,71477127.0,72073263.0,2/24/2016,11/18/2016,125000.0,395000.0,270000
2,71478495.0,72246808.0,1/15/2016,12/11/2017,720500.0,821000,100500
3,71485790.0,72098121.0,9/8/2016,1/12/2017,160000.0,320000.0,160000
4,71614526.0,72131597.0,3/1/2016,5/1/2017,335000.0,425000.0,90000
5,71633454.0,72078168.0,2/15/2016,1/6/2017,364000.0,875000.0,511000
6,71661835.0,72048142.0,1/20/2016,11/7/2016,135000.0,232000.0,97000
7,71701065.0,72078732.0,1/19/2016,2/1/2017,240000.0,341600.0,101600
8,71716837.0,72063510.0,3/16/2016,12/2/2016,440000.0,714000.0,274000
9,71745072.0,72067668.0,3/25/2016,1/12/2017,215000.0,312000.0,97000
10,71753445.0,72135337.0,7/29/2016,5/31/2017,1100000.0,2250000.0,1150000
11,71754828.0,72265349.0,5/24/2016,1/30/2018,60000.0,100000.0,40000
12,71756210.0,72164670.0,9/14/2016,8/30/2017,299900.0,295000.0,-4900
13,71760534.0,72072806.0,2/19/2016,1/20/2017,50000.0,175500.0,125500
14,71761075.0,72164270.0,2/4/2016,8/3/2017,263000.0,332000.0,69000
15,71764072.0,72013065.0,1/5/2016,10/23/2017,1800000.0,1400000.0,-400000
16,71764646.0,72090842.0,1/11/2016,6/12/2017,24800.0,205000.0,180200
17,71772356.0,72077370.0,8/5/2016,11/1/2016,145000.0,260000.0,115000
18,71772739.0,72224073.0,2/16/2016,10/25/2017,195000.0,385000.0,190000
19,71776252.0,71984292.0,2/23/2016,10/13/2016,110000.0,359900.0,249900
20,71778351.0,72075593.0,7/20/2016,12/16/2016,210000.0,310000.0,100000
21,71778574.0,72118026.0,2/26/2016,5/2/2017,548650.0,550000.0,1350
22,71778578.0,72009725.0,5/25/2016,10/20/2016,490000.0,548570.0,58570
23,71784217.0,72058660.0,5/31/2016,10/28/2016,193800.0,290000.0,96200
24,71787186.0,72192962.0,3/7/2017,9/15/2017,60000.0,140000.0,80000
25,71788439.0,72083149.0,5/25/2016,12/9/2016,132000.0,244000.0,112000
26,71791201.0,72011149.0,1/5/2016,8/31/2016,250000.0,402000.0,152000
27,71795663.0,71992973.0,1/29/2016,7/11/2016,627600.0,530000.0,-97600
28,71795945.0,72104081.0,3/1/2016,3/10/2017,67500.0,85000.0,17500
29,71796597.0,72167294.0,7/1/2016,8/11/2017,350000.0,379500.0,29500
30,71797399.0,72121321.0,2/25/2016,4/25/2017,1040000.0,1275000.0,235000
31,71798489.0,72147782.0,5/26/2016,7/7/2017,524000.0,640000.0,116000
32,71799092.0,72215642.0,1/11/2016,9/28/2017,435000.0,529000.0,94000
33,71802121.0,72043484.0,2/4/2016,9/30/2016,65000.0,120000.0,55000
34,71803809.0,72022243.0,5/13/2016,9/23/2016,265000.0,330000.0,65000
35,71804254.0,72125301.0,3/3/2016,5/2/2017,596813.0,600000.0,3187
36,71898388.0,71804423.0,6/23/2017,12/29/2017,640542.0,588640,-51902
37,71806392.0,72182021.0,1/8/2016,2/16/2018,546500.0,563000.0,16500
38,71806484.0,72206660.0,2/19/2016,11/3/2017,15000.0,22000.0,7000
39,71808007.0,71979321.0,5/4/2016,8/16/2016,349900.0,375000.0,25100
40,71811571.0,72001644.0,1/11/2016,9/26/2016,229000.0,369000.0,140000
41,71814870.0,72256107.0,5/13/2016,2/2/2018,136000.0,300000.0,164000
42,71815158.0,72005031.0,2/23/2016,8/8/2016,158000.0,260000.0,102000
43,71816446.0,72001930.0,3/10/2016,12/19/2016,807400.0,727400.0,-80000
44,71818652.0,72038436.0,5/31/2016,12/30/2016,76000.0,184900.0,108900
45,71818716.0,72072772.0,6/6/2016,12/20/2016,148000.0,237000.0,89000
46,71820305.0,72046933.0,2/29/2016,10/3/2016,173000.0,370000.0,197000
47,71820583.0,72144678.0,2/12/2016,6/15/2017,225000.0,320000.0,95000
48,71823387.0,72019479.0,6/3/2016,8/12/2016,123500.0,205000.0,81500
49,71823828.0,71975969.0,2/11/2016,5/25/2016,190000.0,280000.0,90000
50,71828112.0,72093524.0,1/29/2016,1/30/2017,190000.0,340000.0,150000
51,71831438.0,72107982.0,6/8/2016,4/3/2017,361000.0,629900.0,268900
52,71833349.0,72011213.0,1/15/2016,7/26/2016,95000.0,229000.0,134000
53,71838591.0,72108714.0,5/13/2016,3/28/2017,449000.0,450000.0,1000
54,71840230.0,72223130.0,2/8/2016,11/24/2017,82000.0,208000.0,126000
55,71840315.0,71996057.0,1/22/2016,6/30/2016,75000.0,165000.0,90000
56,71840758.0,72118148.0,10/31/2016,3/28/2017,115000.0,293500.0,178500
57,71840890.0,72054405.0,3/15/2016,11/4/2016,180000.0,758000.0,578000
58,71841241.0,72102194.0,6/15/2016,3/31/2017,75000.0,237000.0,162000
59,71841445.0,72125244.0,12/23/2016,5/5/2017,160000.0,284900.0,124900
60,71841992.0,72011852.0,1/9/2016,8/22/2016,69900.0,140000.0,70100
61,71842463.0,72278321.0,1/10/2016,3/30/2018,185000.0,227000.0,42000
62,71845207.0,72084905.0,6/7/2016,1/19/2017,120000.0,243000.0,123000
63,71845420.0,72104389.0,1/26/2016,3/17/2017,283000.0,294000.0,11000
64,71848263.0,72038457.0,5/20/2016,8/31/2016,210000.0,355000.0,145000
65,71848323.0,72019850.0,2/5/2016,7/19/2016,170000.0,259900.0,89900
66,71849893.0,72054856.0,6/2/2016,3/15/2017,119500.0,195000.0,75500
67,71851225.0,72121701.0,1/22/2016,4/14/2017,219000.0,495000.0,276000
68,71851996.0,72028563.0,3/11/2016,8/26/2016,63000.0,309000.0,246000
69,71852962.0,72140383.0,9/16/2016,5/31/2017,105000.0,174800.0,69800
70,71853184.0,72186913.0,5/20/2016,10/19/2017,171500.0,485000.0,313500
71,71857084.0,72107682.0,5/20/2016,3/23/2017,245000.0,405000.0,160000
72,71857116.0,72239304.0,1/15/2016,11/22/2017,208000.0,250000.0,42000
73,71857584.0,72219393.0,3/27/2017,9/28/2017,87650.0,279000.0,191350
74,71859271.0,72222033.0,1/22/2016,3/22/2018,340000.0,325000.0,-15000
75,71861328.0,72213743.0,11/4/2016,9/29/2017,280000.0,650000.0,370000
76,71862321.0,72137026.0,7/8/2016,6/30/2017,145000.0,312000.0,167000
77,71862757.0,72243696.0,7/17/2017,1/31/2018,150000.0,360000.0,210000
78,71863031.0,72071888.0,5/10/2016,12/15/2016,290000.0,455000.0,165000
79,71864069.0,72173398.0,2/11/2016,7/17/2017,530000.0,530000.0,0
80,71866152.0,72028282.0,3/18/2016,12/23/2016,68224.0,182500.0,114276
81,71867197.0,72227371.0,3/10/2016,11/15/2017,97000.0,195000.0,98000
82,71869540.0,72077697.0,1/28/2016,1/13/2017,78900.0,194000.0,115100
83,71871536.0,72032957.0,2/19/2016,8/24/2016,113000.0,240500.0,127500
84,71874487.0,72244802.0,1/27/2016,12/11/2017,399000.0,497000,98000
85,71874595.0,71955450.0,1/4/2016,3/15/2016,300000.0,437500.0,137500
86,71874861.0,72038969.0,2/1/2016,10/21/2016,83500.0,194500.0,111000
87,71874897.0,72025271.0,1/28/2016,8/12/2016,359000.0,645000.0,286000
88,71876727.0,71982450.0,1/1/2016,9/30/2016,149000.0,215000.0,66000
89,71877166.0,72039621.0,3/10/2016,9/2/2016,350000.0,600000.0,250000
90,71877271.0,72124797.0,1/27/2016,4/13/2017,290000.0,325000.0,35000
91,71878895.0,72253785.0,11/4/2016,2/27/2018,275000.0,297500.0,22500
92,71879422.0,72197461.0,11/7/2016,9/29/2017,639955.0,575000.0,-64955
93,71879597.0,72090217.0,5/18/2016,5/9/2017,84000.0,247000.0,163000
94,71879826.0,71973495.0,1/27/2016,7/21/2016,95000.0,197500.0,102500
95,71880151.0,72130300.0,2/26/2016,6/26/2017,159000.0,182000.0,23000
96,71880306.0,72154199.0,1/29/2016,7/5/2017,61500.0,180000.0,118500
97,71880404.0,71967250.0,1/15/2016,5/20/2016,137000.0,144000.0,7000
98,71880575.0,72054428.0,5/23/2016,1/17/2017,60000.0,157500.0,97500
99,71882107.0,72122697.0,5/5/2016,5/25/2017,296000.0,322400.0,26400
100,71883367.0,72132041.0,2/17/2016,5/1/2017,295000.0,500000.0,205000
101,71883990.0,72216140.0,7/21/2016,11/2/2017,42500.0,174900.0,132400
102,71884373.0,72167925.0,12/29/2016,8/31/2017,160000.0,351000.0,191000
103,71884627.0,72007746.0,1/25/2016,8/15/2016,310000.0,675000.0,365000
104,71884643.0,71971983.0,1/8/2016,5/13/2016,600000.0,763500.0,163500
105,71884828.0,72194439.0,1/8/2016,11/2/2017,140000.0,215000.0,75000
106,71887062.0,72222389.0,2/5/2016,11/8/2017,545000.0,580000.0,35000
107,71887444.0,72017905.0,3/15/2016,8/4/2016,85000.0,266000.0,181000
108,71887755.0,72213550.0,1/13/2016,1/10/2018,190050.0,454000.0,263950
109,71888547.0,71976682.0,1/16/2016,5/5/2016,185000.0,269900.0,84900
110,71888571.0,72067980.0,6/7/2016,12/12/2016,170000.0,262000.0,92000
111,71890079.0,72053773.0,3/7/2016,10/18/2016,115000.0,195000.0,80000
112,71890217.0,72124984.0,3/23/2016,4/21/2017,329000.0,350000.0,21000
113,71891134.0,72015655.0,3/23/2016,9/6/2016,350000.0,475000.0,125000
114,71891762.0,72135906.0,2/16/2016,2/23/2018,288000.0,255000.0,-33000
115,71892080.0,72233609.0,1/15/2016,1/19/2018,170000.0,240000.0,70000
116,71892139.0,72074681.0,1/15/2016,12/1/2016,178000.0,262500.0,84500
117,71892796.0,72062980.0,2/4/2016,12/29/2016,85000.0,290000.0,205000
118,71893377.0,72105380.0,1/27/2016,3/24/2017,454000.0,527900.0,73900
119,71893423.0,71893425.0,1/28/2016,6/15/2016,505000.0,599780.0,94780
120,71893423.0,71893425.0,1/28/2016,6/15/2016,505000.0,599780.0,94780
121,71894146.0,72078678.0,2/23/2016,12/29/2016,117000.0,271000.0,154000
122,71895379.0,72032537.0,5/18/2016,11/30/2016,335000.0,413500.0,78500
123,71895492.0,72249158.0,1/31/2017,1/2/2018,105000.0,256000.0,151000
124,71895818.0,72261224.0,5/26/2016,2/28/2018,216000.0,244900.0,28900
125,71895864.0,72165698.0,1/22/2016,7/19/2017,580000.0,637000.0,57000
126,71896317.0,72044370.0,1/26/2016,10/17/2016,122000.0,259900.0,137900
127,71896675.0,72104453.0,7/28/2016,5/4/2017,550000.0,457500.0,-92500
128,71898388.0,71804423.0,6/23/2017,12/29/2017,640542.0,588640,-51902
129,71898858.0,72086914.0,2/6/2016,1/3/2017,302000.0,477500.0,175500
130,71898993.0,72231653.0,1/11/2016,11/9/2017,90000.0,150000.0,60000
131,71899063.0,72022559.0,2/12/2016,11/18/2016,150100.0,260000.0,109900
132,71899409.0,72130562.0,1/22/2016,5/5/2017,100000.0,345000.0,245000
133,71899440.0,72128274.0,1/19/2016,4/28/2017,249000.0,406500.0,157500
134,71899914.0,72205717.0,2/22/2016,11/14/2017,365000.0,410000.0,45000
135,71900258.0,71982499.0,1/28/2016,6/28/2016,350000.0,760000.0,410000
136,71900267.0,72201976.0,6/10/2016,9/1/2017,190000.0,235300.0,45300
137,71900321.0,72191680.0,3/11/2016,8/29/2017,329500.0,475000.0,145500
138,71901077.0,72205856.0,1/22/2016,12/15/2017,204000.0,236500,32500
139,71901110.0,72151347.0,2/8/2016,11/3/2017,125000.0,92000.0,-33000
140,71901399.0,72097711.0,1/22/2016,2/15/2017,109305.0,315000.0,205695
141,71902542.0,72080211.0,6/15/2016,12/28/2016,350000.0,362500.0,12500
142,71902744.0,72008189.0,1/14/2016,8/1/2016,69500.0,142000.0,72500
143,71902896.0,72097656.0,6/2/2016,1/20/2017,68000.0,189000.0,121000
144,71903528.0,72095311.0,7/28/2016,2/15/2017,195000.0,322900.0,127900
145,71903708.0,72208841.0,1/29/2016,9/18/2017,1445000.0,1550000.0,105000
146,71903777.0,72148158.0,3/25/2016,6/9/2017,182000.0,465000.0,283000
147,71904337.0,72022809.0,1/29/2016,1/13/2017,240000.0,251000.0,11000
148,71904689.0,72238175.0,3/8/2016,12/19/2017,199900.0,230000,30100
149,71905081.0,72113157.0,1/7/2016,2/17/2017,782000.0,2088000.0,1306000
150,71905204.0,72149327.0,2/19/2016,6/16/2017,485000.0,520000.0,35000
151,71905324.0,72171052.0,2/3/2016,11/27/2017,95000.0,132500.0,37500
152,71905587.0,72035229.0,5/27/2016,9/30/2016,149000.0,275000.0,126000
153,71905603.0,72095679.0,5/20/2016,1/6/2017,191500.0,620700.0,429200
154,71905949.0,72096266.0,1/26/2016,1/27/2017,355000.0,575000.0,220000
155,71906136.0,72047793.0,1/15/2016,10/7/2016,738537.5,815000.0,76463
156,71906453.0,72119352.0,2/23/2016,8/29/2017,880000.0,875000.0,-5000
157,71906586.0,72038911.0,3/3/2016,10/3/2016,300000.0,440000.0,140000
158,71907420.0,72074372.0,3/26/2016,1/25/2017,625000.0,585000.0,-40000
159,71907678.0,72076167.0,2/23/2016,12/15/2016,78000.0,190000.0,112000
160,71907852.0,72209081.0,3/11/2016,10/20/2017,185000.0,699900.0,514900
161,71908041.0,72147738.0,1/25/2016,7/24/2017,367500.0,405000.0,37500
162,71908158.0,72104671.0,6/24/2016,2/28/2017,414000.0,529000.0,115000
163,71908170.0,72243244.0,5/26/2016,12/19/2017,119000.0,235000.0,116000
164,71908434.0,72145410.0,10/22/2016,6/30/2017,55000.0,169500.0,114500
165,71908670.0,72209542.0,2/12/2016,9/29/2017,127500.0,260000.0,132500
166,71908695.0,72072672.0,2/12/2016,1/3/2017,150000.0,265000.0,115000
167,71909332.0,72108554.0,2/9/2016,5/24/2017,402000.0,655000.0,253000
168,71909826.0,72047482.0,1/27/2016,12/28/2016,485000.0,630000.0,145000
169,71909963.0,72107373.0,8/10/2016,4/19/2017,258000.0,420500.0,162500
170,71910110.0,71969853.0,1/28/2016,5/20/2016,234000.0,399900.0,165900
171,71910519.0,72158534.0,5/26/2016,6/21/2017,65000.0,400000.0,335000
172,71911043.0,71991735.0,1/27/2016,7/11/2016,240001.0,370000.0,129999
173,71911320.0,72147750.0,1/19/2016,7/14/2017,256880.0,380000.0,123120
174,71911323.0,72083223.0,2/5/2016,12/23/2016,250000.0,377000.0,127000
175,71911330.0,72022940.0,2/23/2016,9/1/2016,85000.0,367000.0,282000
176,71911362.0,72039021.0,1/27/2016,9/16/2016,321000.0,489900.0,168900
177,71911557.0,72075171.0,3/21/2016,2/23/2017,265000.0,389000.0,124000
178,71911651.0,72260050.0,1/4/2016,1/18/2018,215000.0,285000.0,70000
179,71912067.0,71997851.0,1/7/2016,8/19/2016,100000.0,285000.0,185000
180,71912194.0,72092959.0,9/27/2016,3/13/2017,625000.0,540000.0,-85000
181,71912219.0,72047597.0,3/15/2016,9/9/2016,225000.0,444800.0,219800
182,71912431.0,72221620.0,12/19/2016,10/27/2017,75000.0,250000.0,175000
183,71912542.0,72148447.0,5/26/2016,6/26/2017,215000.0,539000.0,324000
184,71912819.0,72147374.0,2/12/2016,10/1/2017,50000.0,450000.0,400000
185,71913104.0,72179860.0,2/13/2016,7/28/2017,175100.0,330000.0,154900
186,71914063.0,72119897.0,2/3/2016,6/2/2017,500000.0,775000.0,275000
187,71914324.0,72187380.0,1/29/2016,8/23/2017,459000.0,475000.0,16000
188,71914368.0,72167736.0,9/22/2016,8/24/2017,149000.0,310000.0,161000
189,71914567.0,72214304.0,8/26/2016,9/22/2017,164900.0,225000.0,60100
190,71914907.0,72031541.0,2/29/2016,8/12/2016,841500.0,784300.0,-57200
191,71915130.0,72095749.0,2/26/2016,2/28/2017,235000.0,252850.0,17850
192,71915447.0,72003522.0,1/22/2016,7/27/2016,170000.0,365000.0,195000
193,71915645.0,72181725.0,8/5/2016,9/18/2017,262000.0,540000.0,278000
194,71916010.0,72114159.0,1/22/2016,3/31/2017,410000.0,489000.0,79000
195,71916646.0,72178840.0,4/14/2017,8/1/2017,208000.0,530000.0,322000
196,71917029.0,72088468.0,3/2/2016,12/22/2017,100000.0,156000,56000
197,71917094.0,72253210.0,1/21/2016,1/26/2018,265000.0,321000.0,56000
198,71917148.0,72099311.0,5/12/2016,1/17/2017,350000.0,798000.0,448000
199,71917332.0,72116740.0,2/29/2016,5/3/2017,279900.0,265000.0,-14900
200,71917341.0,71967451.0,2/26/2016,6/20/2016,378000.0,399000.0,21000
201,71917396.0,72093938.0,2/29/2016,5/17/2017,477400.0,479900.0,2500
202,71917467.0,72172970.0,2/19/2016,8/11/2017,644000.0,733000.0,89000
203,71917480.0,72258588.0,1/26/2016,2/2/2018,525000.0,615000.0,90000
204,71917757.0,72010076.0,1/25/2016,7/15/2016,195000.0,310000.0,115000
205,71918034.0,72081812.0,3/23/2016,11/29/2016,200000.0,350000.0,150000
206,71918407.0,72063111.0,10/12/2016,2/17/2017,655000.0,629000.0,-26000
207,71918492.0,71999378.0,1/14/2016,7/14/2016,60000.0,174000.0,114000
208,71918567.0,72150871.0,2/22/2016,7/14/2017,187500.0,307000.0,119500
209,71918681.0,72091684.0,5/10/2016,1/17/2017,140000.0,255500.0,115500
210,71918691.0,72246185.0,2/12/2016,1/17/2018,40500.0,148000.0,107500
211,71918692.0,72174150.0,2/19/2016,7/18/2017,179900.0,265000.0,85100
212,71919310.0,71987949.0,1/28/2016,7/11/2016,550000.0,419900.0,-130100
213,71941896.0,71919327.0,6/30/2016,7/1/2016,725000.0,725000.0,0
214,71919408.0,72088185.0,7/28/2016,5/1/2017,295000.0,159900.0,-135100
215,71919490.0,72240706.0,1/4/2016,2/9/2018,380000.0,435000.0,55000
216,71919510.0,72172258.0,8/30/2016,7/21/2017,175000.0,175000.0,0
217,71919860.0,72119530.0,4/1/2016,5/2/2017,338500.0,685000.0,346500
218,71920282.0,72006363.0,1/11/2016,6/29/2016,70000.0,94000.0,24000
219,71920715.0,72038610.0,3/8/2016,12/16/2016,230500.0,375000.0,144500
220,71920719.0,72249714.0,3/21/2016,3/30/2018,720000.0,730000.0,10000
221,71920957.0,71995916.0,2/17/2016,6/15/2016,327000.0,522500.0,195500
222,71921008.0,71995235.0,2/16/2016,8/1/2016,355000.0,455000.0,100000
223,71921111.0,72157790.0,8/24/2016,8/11/2017,260000.0,295000.0,35000
224,71921117.0,71998293.0,1/29/2016,6/2/2016,275000.0,530000.0,255000
225,71921148.0,72044710.0,2/17/2016,10/20/2016,235500.0,400000.0,164500
226,71921231.0,72163569.0,9/20/2016,8/31/2017,57000.0,161500.0,104500
227,71921323.0,72078498.0,5/12/2016,11/30/2016,917500.0,901500.0,-16000
228,71921364.0,72060615.0,1/20/2016,12/15/2016,127000.0,305600.0,178600
229,71921461.0,72123768.0,10/28/2016,3/21/2017,112500.0,340000.0,227500
230,71921534.0,72229993.0,1/19/2016,11/16/2017,260000.0,290000.0,30000
231,71921568.0,72256565.0,1/22/2016,3/1/2018,505000.0,570000.0,65000
232,71921589.0,72090038.0,7/29/2016,12/30/2016,215000.0,385000.0,170000
233,71921875.0,72109730.0,1/13/2016,3/31/2017,432000.0,439000.0,7000
234,71922118.0,72034872.0,2/2/2016,9/23/2016,270000.0,444000.0,174000
235,71922241.0,72162658.0,2/17/2016,6/29/2017,233000.0,289900.0,56900
236,71922439.0,72013442.0,2/5/2016,7/29/2016,320000.0,554900.0,234900
237,71922508.0,72107017.0,6/3/2016,3/13/2017,165000.0,173500.0,8500
238,71922591.0,72139011.0,2/3/2016,5/31/2017,268000.0,305000.0,37000
239,71922651.0,72196218.0,1/29/2016,10/2/2017,499900.0,585000.0,85100
240,71922668.0,72109161.0,5/25/2016,5/5/2017,195000.0,210000.0,15000
241,71922813.0,72232784.0,3/29/2017,2/28/2018,178500.0,296000.0,117500
242,71922901.0,72166910.0,2/6/2017,7/7/2017,77000.0,179900.0,102900
243,71923104.0,72089685.0,3/18/2016,5/25/2017,125000.0,292000.0,167000
244,71923598.0,72080969.0,1/4/2016,11/29/2016,250000.0,465000.0,215000
245,71924018.0,72116477.0,2/12/2016,5/16/2017,175000.0,325000.0,150000
246,71924113.0,72093072.0,5/6/2016,2/22/2017,410000.0,419000.0,9000
247,71924346.0,72045125.0,1/6/2016,9/29/2016,225000.0,399500.0,174500
248,71924497.0,72199054.0,3/4/2016,9/8/2017,441250.0,526500.0,85250
249,71924561.0,72004814.0,3/7/2016,8/25/2016,148000.0,255000.0,107000
250,71924950.0,72026624.0,3/16/2016,10/13/2016,73300.0,165000.0,91700
251,71925215.0,72092407.0,6/7/2016,4/14/2017,172500.0,420000.0,247500
252,71925474.0,72072463.0,1/22/2016,11/21/2016,354800.0,657500.0,302700
253,71925636.0,72173181.0,5/25/2016,8/11/2017,270000.0,899000.0,629000
254,71925737.0,72142226.0,6/24/2016,7/19/2017,291500.0,500000.0,208500
255,71926175.0,72079241.0,2/1/2016,1/5/2017,60000.0,189900.0,129900
256,71926414.0,72165729.0,2/29/2016,7/28/2017,190000.0,207000.0,17000
257,71926643.0,72047132.0,3/17/2016,8/4/2017,545000.0,1300000.0,755000
258,71926866.0,72067824.0,1/26/2016,12/5/2016,174000.0,209900.0,35900
259,71927019.0,72045150.0,2/4/2016,9/6/2016,370000.0,387000.0,17000
260,71927190.0,72249094.0,7/27/2016,1/5/2018,558075.0,610000.0,51925
261,71927277.0,72144113.0,7/6/2016,10/13/2017,485000.0,504900.0,19900
262,71927357.0,71927356.0,5/17/2016,5/23/2016,295750.0,315500.0,19750
263,71927357.0,71927356.0,5/17/2016,5/23/2016,295750.0,315500.0,19750
264,71927729.0,72116888.0,2/19/2016,3/31/2017,890000.0,940000.0,50000
265,71927784.0,72247552.0,1/29/2016,3/5/2018,190000.0,250000.0,60000
266,71928184.0,72026801.0,3/17/2016,8/31/2016,189000.0,425000.0,236000
267,71928450.0,71929128.0,4/1/2016,5/16/2016,375000.0,515000.0,140000
268,71928469.0,72025668.0,1/29/2016,9/6/2016,457500.0,490000.0,32500
269,71928649.0,72200360.0,3/18/2016,9/8/2017,484000.0,530000.0,46000
270,71928450.0,71929128.0,4/1/2016,5/16/2016,375000.0,515000.0,140000
271,71929369.0,72150731.0,1/21/2016,7/21/2017,161500.0,510000.0,348500
272,71929587.0,72015659.0,3/1/2016,8/17/2016,130000.0,228000.0,98000
273,71930010.0,72242456.0,1/29/2016,1/12/2018,500000.0,600000.0,100000
274,71930385.0,72025206.0,1/8/2016,8/26/2016,920000.0,1625000.0,705000
275,71930435.0,72113443.0,7/29/2016,8/23/2017,63978.0,196000.0,132022
276,71930468.0,72190510.0,1/22/2016,9/11/2017,267000.0,314900.0,47900
277,71930621.0,72130088.0,7/29/2016,4/14/2017,146475.0,370000.0,223525
278,71930806.0,72004994.0,1/29/2016,7/21/2016,220000.0,390000.0,170000
279,71930886.0,72082205.0,3/17/2016,12/7/2016,180000.0,245500.0,65500
280,71931080.0,71974689.0,2/29/2016,9/28/2016,137500.0,244000.0,106500
281,71931240.0,72109796.0,1/29/2016,4/28/2017,415000.0,1160000.0,745000
282,71931311.0,72140768.0,2/16/2016,8/4/2017,580000.0,651500.0,71500
283,71931323.0,72215672.0,5/27/2016,10/11/2017,250000.0,284450.0,34450
284,71931468.0,72128376.0,2/4/2016,6/7/2017,117000.0,329900.0,212900
285,71931634.0,72087980.0,1/8/2016,1/12/2017,300000.0,314000.0,14000
286,71931648.0,72033793.0,2/16/2016,9/19/2016,103425.0,270000.0,166575
287,71931657.0,72039063.0,1/28/2016,9/19/2016,75000.0,176900.0,101900
288,71931728.0,72093421.0,1/5/2016,1/26/2017,203000.0,243900.0,40900
289,71931818.0,72009421.0,3/4/2016,7/28/2016,172000.0,375250.0,203250
290,71933082.0,72149053.0,2/26/2016,9/6/2017,465000.0,1025000.0,560000
291,71933209.0,72195820.0,1/29/2016,8/24/2017,269000.0,444000.0,175000
292,71933312.0,72261260.0,2/16/2016,1/29/2018,185000.0,395000.0,210000
293,71933349.0,72177572.0,5/26/2017,7/28/2017,200000.0,315000.0,115000
294,71933378.0,72112967.0,10/12/2016,5/30/2017,165000.0,250000.0,85000
295,71933442.0,72056229.0,1/22/2016,12/22/2016,161000.0,285000.0,124000
296,71933511.0,72131551.0,2/12/2016,5/17/2017,79000.0,285000.0,206000
297,71933523.0,72032399.0,3/15/2016,9/7/2016,82500.0,115000.0,32500
298,71933572.0,71980225.0,1/7/2016,5/26/2016,412000.0,530000.0,118000
299,71933754.0,72228727.0,10/21/2016,11/8/2017,600000.0,630000.0,30000
300,71933882.0,72014963.0,3/25/2016,9/29/2016,106500.0,199000.0,92500
301,71933912.0,72160135.0,3/22/2016,9/15/2017,255000.0,289000.0,34000
302,71934070.0,71984954.0,2/1/2016,5/20/2016,137500.0,278000.0,140500
303,71934271.0,72012074.0,2/11/2016,8/4/2016,525000.0,627000.0,102000
304,71934395.0,72233696.0,11/16/2016,1/17/2018,153825.0,317000.0,163175
305,71934450.0,72081773.0,9/6/2016,11/4/2016,61605.0,160000.0,98395
306,71934469.0,72024923.0,1/21/2016,8/1/2016,118000.0,257000.0,139000
307,71934490.0,72240647.0,1/29/2016,1/16/2018,616000.0,763000.0,147000
308,71934590.0,72120118.0,3/10/2016,3/31/2017,359000.0,382000.0,23000
309,71934629.0,71990723.0,1/21/2016,6/15/2016,180000.0,327500.0,147500
310,71934760.0,72067226.0,1/25/2016,7/14/2017,305000.0,690000.0,385000
311,71934973.0,72028422.0,3/10/2016,11/2/2016,160000.0,320000.0,160000
312,71935069.0,72194111.0,3/25/2016,9/6/2017,325000.0,368000.0,43000
313,71935248.0,71998107.0,2/24/2016,9/1/2016,171700.0,332000.0,160300
314,71935294.0,72013055.0,2/5/2016,12/9/2016,295000.0,315000.0,20000
315,71935464.0,72264363.0,2/1/2016,3/12/2018,160000.0,354000.0,194000
316,71935489.0,72049264.0,2/18/2016,1/13/2017,250000.0,675000.0,425000
317,71935553.0,72131951.0,5/2/2016,5/5/2017,252000.0,420000.0,168000
318,71935588.0,72074955.0,3/10/2016,4/19/2017,330000.0,850000.0,520000
319,71935662.0,72057856.0,2/16/2016,2/21/2017,116250.0,293500.0,177250
320,71935674.0,72246733.0,2/29/2016,3/9/2018,70000.0,128000.0,58000
321,71935983.0,72120946.0,3/1/2016,4/27/2017,270000.0,335000.0,65000
322,71936081.0,72006157.0,1/20/2016,7/18/2016,765000.0,825000.0,60000
323,71936097.0,72108957.0,6/8/2016,4/28/2017,138000.0,238000.0,100000
324,71936163.0,72152004.0,1/7/2016,6/7/2017,115000.0,300000.0,185000
325,71936271.0,71995915.0,2/29/2016,7/8/2016,215215.0,385000.0,169785
326,71936299.0,72098943.0,6/23/2016,1/26/2017,200000.0,450000.0,250000
327,71936417.0,72112836.0,1/9/2017,3/28/2017,225000.0,344000.0,119000
328,71936778.0,71985040.0,1/15/2016,6/2/2016,310000.0,590000.0,280000
329,71936805.0,72027739.0,3/10/2016,8/26/2016,226275.0,422000.0,195725
330,71936879.0,72281027.0,1/29/2016,3/29/2018,222000.0,300000.0,78000
331,71937074.0,72226695.0,3/25/2016,12/22/2017,106000.0,145500.0,39500
332,71937373.0,72033770.0,5/2/2016,9/15/2016,221550.0,400000.0,178450
333,71937394.0,72116882.0,5/6/2016,4/21/2017,385000.0,742500.0,357500
334,71937454.0,72218419.0,1/27/2016,10/6/2017,577500.0,645000.0,67500
335,71937530.0,72112616.0,11/3/2016,3/27/2017,77000.0,214000.0,137000
336,71937714.0,72084578.0,3/4/2016,1/18/2017,380000.0,485000.0,105000
337,71937771.0,72125786.0,12/28/2016,4/26/2017,95000.0,210000.0,115000
